   0.0000000000000000e+00	   5.0312499999999999e-04	
   3.5914702581369284e-01	   5.0312499999999999e-04	
   8.0808080808080829e-01	   5.2500000000000008e-04	
   1.3692480359147015e+00	   5.9062500000000033e-04	
   1.9079685746352386e+00	   7.2187500000000073e-04	
   2.3793490460157116e+00	   8.7499999999999958e-04	
   2.8058361391694713e+00	   1.0718749999999986e-03	
   3.2547699214365866e+00	   1.3343749999999996e-03	
   3.5690235690235688e+00	   1.5749999999999987e-03	
   3.8608305274971930e+00	   1.9468750000000016e-03	
   4.1750841750841730e+00	   2.4281249999999997e-03	
   4.3322109988776640e+00	   2.8437499999999995e-03	
   4.5566778900112226e+00	   3.3250000000000011e-03	
   4.7586980920314241e+00	   3.7624999999999994e-03	
   4.9382716049382704e+00	   4.1125000000000007e-03	
   5.1851851851851833e+00	   4.5281250000000000e-03	
   5.4320987654320980e+00	   4.8562499999999995e-03	
   5.7014590347923662e+00	   5.1406249999999994e-03	
   5.9708193041526370e+00	   5.5343750000000002e-03	
   6.2401795735129051e+00	   6.0593750000000005e-03	
   6.4421997755331084e+00	   6.5406250000000004e-03	
   6.5768799102132416e+00	   6.9125000000000002e-03	
   6.6217732884399529e+00	   7.0656250000000007e-03	
   6.6442199775533091e+00	   7.1531249999999989e-03	
   6.7564534231200888e+00	   7.1968749999999993e-03	
   6.8911335578002237e+00	   7.2843750000000001e-03	
   6.9809203142536456e+00	   7.3499999999999998e-03	
   7.1156004489337805e+00	   7.5906249999999993e-03	
   7.2278338945005594e+00	   7.9187500000000004e-03	
   7.3400673400673391e+00	   8.2249999999999997e-03	
   7.4523007856341170e+00	   8.6625000000000001e-03	
   7.5645342312008950e+00	   9.0124999999999997e-03	
   7.6992143658810299e+00	   9.3624999999999993e-03	
   7.8114478114478114e+00	   9.7124999999999989e-03	
   7.9461279461279428e+00	   1.0084375000000000e-02	
   8.0359147025813655e+00	   1.0543749999999999e-02	
   8.1481481481481470e+00	   1.1003124999999999e-02	
   8.3501683501683477e+00	   1.1462499999999999e-02	
   8.4624017957351256e+00	   1.1768750000000000e-02	
   8.5521885521885501e+00	   1.2162500000000000e-02	
   8.6644219977553263e+00	   1.2556250000000000e-02	
   8.7991021324354612e+00	   1.2753125000000002e-02	
   8.9562289562289585e+00	   1.2840624999999998e-02	
   9.1358024691358022e+00	   1.2709374999999998e-02	
   9.2255892255892249e+00	   1.2446875000000000e-02	
   9.2929292929292941e+00	   1.2228124999999999e-02	
   9.3602693602693599e+00	   1.2031250000000000e-02	
   9.3827160493827169e+00	   1.1900000000000001e-02	
   9.4276094276094291e+00	   1.1768750000000000e-02	
   9.4949494949494948e+00	   1.1703125000000000e-02	
   9.5847362514029193e+00	   1.1681249999999999e-02	
   9.7194163860830542e+00	   1.1681249999999999e-02	
   9.8092031425364770e+00	   1.1528125000000000e-02	
   9.8989898989899014e+00	   1.1396875000000001e-02	
   9.9438832772166119e+00	   1.1243750000000000e-02	
   1.0123456790123456e+01	   1.1243750000000000e-02	
   1.0258136924803591e+01	   1.1178124999999999e-02	
   1.0392817059483725e+01	   1.1046874999999999e-02	
   1.0527497194163862e+01	   1.0850000000000000e-02	
   1.0662177328843997e+01	   1.0696875000000000e-02	
   1.0796857463524132e+01	   1.0521874999999998e-02	
   1.0931537598204267e+01	   1.0237500000000000e-02	
   1.1133557800224468e+01	   9.9093749999999998e-03	
   1.1313131313131315e+01	   9.6249999999999999e-03	
   1.1492704826038162e+01	   9.3187500000000006e-03	
   1.1694725028058363e+01	   8.9250000000000006e-03	
   1.1874298540965210e+01	   8.7062499999999987e-03	
   1.2031425364758698e+01	   8.3562499999999991e-03	
   1.2166105499438833e+01	   7.9843750000000002e-03	
   1.2368125701459034e+01	   7.5468750000000006e-03	
   1.2547699214365881e+01	   7.0656250000000007e-03	
   1.2772166105499441e+01	   6.6718749999999990e-03	
   1.3041526374859707e+01	   6.3000000000000000e-03	
   1.3310886644219977e+01	   6.0375000000000003e-03	
   1.3602693602693602e+01	   5.7749999999999998e-03	
   1.3894500561167229e+01	   5.5125000000000000e-03	
   1.4163860830527497e+01	   5.2281249999999993e-03	
   1.4478114478114479e+01	   4.8781249999999996e-03	
   1.4747474747474749e+01	   4.5937500000000023e-03	
   1.5016835016835016e+01	   4.2874999999999996e-03	
   1.5308641975308644e+01	   4.0249999999999999e-03	
   1.5600448933782268e+01	   3.8062499999999980e-03	
   1.5982042648709315e+01	   3.6093750000000006e-03	
   1.6363636363636363e+01	   3.4781250000000003e-03	
   1.6812570145903479e+01	   3.3031249999999979e-03	
   1.7283950617283949e+01	   3.1062500000000005e-03	
   1.7665544332210999e+01	   2.9093750000000014e-03	
   1.8024691358024690e+01	   2.7343750000000007e-03	
   1.8406285072951739e+01	   2.5593749999999987e-03	
   1.8810325476992144e+01	   2.3406249999999994e-03	
   1.9214365881032546e+01	   2.1437500000000007e-03	
   1.9551066217732885e+01	   2.0125000000000000e-03	
   1.9910213243546576e+01	   1.9249999999999998e-03
   2.0000000000000000e+01      1.9245e-03	
