time, enstrophy
-0.0010460251046025104, 799.2583436341162
0.010460251046025104, 791.3473423980223
0.021966527196652718, 779.4808405438813
0.03138075313807531, 769.5920889987639
0.04184100418410042, 759.7033374536464
0.05125523012552301, 747.8368355995055
0.06171548117154811, 737.9480840543881
0.07217573221757322, 728.0593325092707
0.08263598326359832, 718.1705809641533
0.09309623430962342, 706.3040791100124
0.10355648535564853, 696.4153275648949
0.11401673640167363, 684.548825710754
0.12343096234309622, 674.6600741656366
0.13389121338912133, 664.7713226205192
0.14435146443514643, 652.9048207663782
0.15376569037656904, 644.9938195302843
0.16527196652719664, 633.1273176761433
0.17573221757322174, 621.2608158220025
0.18723849372384935, 611.3720642768851
0.19769874476987445, 603.461063040791
0.20920502092050208, 593.5723114956736
0.2196652719665272, 585.6613102595797
0.2311715481171548, 577.7503090234858
0.2426778242677824, 571.8170580964154
0.25418410041841, 571.8170580964154
0.26673640167364016, 577.7503090234858
0.27615062761506276, 591.5945611866503
0.2824267782426778, 607.4165636588381
0.28661087866108786, 629.1718170580964
0.29079497907949786, 650.9270704573548
0.2939330543933054, 672.682323856613
0.29707112970711297, 700.370828182942
0.29916317991631797, 722.1260815822003
0.30125523012552297, 745.8590852904821
0.303347280334728, 771.5698393077874
0.3043933054393305, 801.2360939431397
0.3064853556485355, 834.857849196539
0.30962343096234307, 870.4573547589617
0.30962343096234307, 890.2348578491966
0.31066945606694557, 908.0346106304079
0.31171548117154807, 929.7898640296663
0.3127615062761506, 951.5451174289246
0.3138075313807531, 973.300370828183
0.3148535564853556, 995.0556242274413
0.3158995815899581, 1018.7886279357231
0.3169456066945606, 1040.5438813349815
0.3179916317991632, 1064.2768850432633
0.3190376569037657, 1089.9876390605687
0.3200836820083682, 1113.7206427688504
0.3211297071129707, 1137.4536464771322
0.3221757322175732, 1161.1866501854142
0.32322175732217573, 1186.8974042027194
0.32426778242677823, 1210.6304079110014
0.3253138075313807, 1234.3634116192832
0.3263598326359832, 1258.096415327565
0.3274058577405857, 1279.8516687268232
0.3284518828451883, 1303.5846724351052
0.3294979079497908, 1323.36217552534
0.3305439330543933, 1345.1174289245982
0.3315899581589958, 1364.894932014833
0.3315899581589958, 1384.672435105068
0.33368200836820083, 1420.2719406674908
0.33577405857740583, 1451.9159456118666
0.33786610878661083, 1479.6044499381953
0.3399581589958159, 1503.3374536464771
0.3430962343096234, 1529.0482076637825
0.34832635983263593, 1546.8479604449938
0.3535564853556485, 1531.025957972806
0.35669456066945604, 1511.2484548825712
0.3598326359832636, 1483.5599505562423
0.3619246861924686, 1461.804697156984
0.3640167364016736, 1438.071693448702
0.36610878661087864, 1412.360939431397
0.36820083682008364, 1384.672435105068
0.3702928870292887, 1356.9839307787392
0.3723849372384937, 1327.317676143387
0.3744769874476987, 1297.6514215080347
0.37656903765690375, 1266.0074165636588
0.37761506276150625, 1236.3411619283065
0.37970711297071125, 1204.6971569839307
0.3817991631799163, 1175.0309023485784
0.3838912133891213, 1145.364647713226
0.38598326359832635, 1115.6983930778738
0.38807531380753135, 1086.0321384425215
0.39016736401673635, 1056.3658838071692
0.3922594142259414, 1030.655129789864
0.3943514644351464, 1002.9666254635353
0.39644351464435146, 977.2558714462299
0.39853556485355646, 953.5228677379481
0.40062761506276146, 929.7898640296663
0.40167364016736395, 908.0346106304079
0.403765690376569, 886.2793572311496
0.405857740585774, 866.5018541409147
0.40794979079497906, 846.7243510506798
0.41108786610878656, 821.0135970333746
0.4142259414225941, 795.3028430160692
0.4173640167364016, 773.5475896168109
0.42050209205020916, 751.7923362175526
0.4236401673640167, 733.9925834363412
0.4267782426778242, 710.2595797280594
0.43200836820083677, 688.504326328801
0.4351464435146443, 670.7045735475897
0.4403765690376569, 652.9048207663782
0.4456066945606694, 635.1050679851669
0.450836820083682, 617.3053152039555
0.45815899581589953, 597.5278121137206
0.46548117154811713, 581.7058096415328
0.4728033472803347, 567.8615574783684
0.4822175732217573, 552.0395550061805
0.4916317991631799, 538.1953028430161
0.5010460251046025, 526.3288009888752
0.5104602510460251, 516.4400494437577
0.5219665271966527, 506.5512978986403
0.5345188284518828, 500.61804697156987
0.5460251046025104, 500.61804697156987
0.5585774058577405, 502.59579728059333
0.5690376569037656, 512.4845488257108
0.5794979079497907, 522.3733003708282
0.5889121338912133, 536.2175525339926
0.5993723849372384, 548.0840543881335
0.608786610878661, 559.9505562422744
0.6213389121338911, 565.8838071693449
0.6328451882845187, 565.8838071693449
0.6443514644351463, 557.9728059332509
0.6548117154811715, 548.0840543881335
0.6663179916317991, 538.1953028430161
0.6767782426778242, 528.3065512978986
0.6872384937238493, 516.4400494437577
0.6976987447698744, 504.5735475896168
0.7060669456066945, 490.72929542645244
0.7154811715481171, 476.885043263288
0.7238493723849372, 461.06304079110015
0.7332635983263598, 445.2410383189123
0.7426778242677824, 433.3745364647713
0.752092050209205, 419.5302843016069
0.7625523012552301, 407.663782447466
0.7719665271966527, 397.7750309023486
0.7834728033472803, 387.88627935723116
0.7939330543933054, 379.9752781211372
0.805439330543933, 370.08652657601976
0.8158995815899581, 362.1755253399258
0.8263598326359832, 356.2422744128554
0.8378661087866108, 348.33127317676144
0.8504184100418409, 342.39802224969094
0.8619246861924685, 336.46477132262055
0.8744769874476986, 330.53152039555005
0.8859832635983262, 324.5982694684796
0.8985355648535565, 320.6427688504326
0.9100418410041841, 314.70951792336217
0.9225941422594142, 310.7540173053152
0.9341004184100418, 306.79851668726826
0.9466527196652719, 300.86526576019776
0.9581589958158995, 296.90976514215083
0.9696652719665271, 292.95426452410385
0.9822175732217573, 287.0210135970334
0.9947698744769874, 281.0877626699629
