time, palinstrophy
0, 440474.32178296446
0.011542497376705142, 448089.49688361445
0.01993704092339979, 475794.4314009414
0.02938090241343127, 505212.3348718984
0.03882476390346275, 531871.1718664555
0.051416579223504726, 541066.4686282646
0.06295907660020987, 522832.146999951
0.07135362014690451, 488186.32284050935
0.08184679958027283, 479889.71165897546
0.09233997901364113, 500900.95654714917
0.10283315844700945, 527332.2925009608
0.11437565582371459, 536449.1184883805
0.12591815320041974, 531871.1718664555
0.1385099685204617, 527332.2925009608
0.15005246589716684, 522832.146999951
0.1626442812172088, 518370.4048165792
0.17418677859391396, 509560.8222953939
0.18677859391395593, 505212.3348718984
0.19832109129066108, 509560.8222953939
0.2098635886673662, 518370.4048165792
0.22140608604407136, 541066.4686282646
0.229800629590766, 574520.0782020702
0.23714585519412382, 620588.8525580559
0.24344176285414482, 676121.6052444535
0.24868835257082897, 736623.6489650307
0.2518363064008395, 809447.3127508807
0.25603357817418676, 897126.3195217369
0.2591815320041973, 985817.5060700926
0.2623294858342078, 1083276.8297248802
0.2654774396642183, 1210950.946157736
0.2675760755508919, 1319311.6412155705
0.2696747114375656, 1437368.8811835663
0.2707240293809024, 1565990.3513709055
0.2728226652675761, 1720806.3893848183
0.27492130115424973, 1907203.4441275802
0.2770199370409234, 2113790.952736096
0.27911857292759706, 2362920.6163723855
0.28121720881427076, 2641412.497319323
0.2833158447009444, 2978142.0551285986
0.28541448058761804, 3386699.5880914074
0.28751311647429173, 3818438.991114687
0.28961175236096537, 4342272.973879975
0.29171038824763906, 4980471.639992624
0.2938090241343127, 5712468.54031994
0.29590766002098634, 6552049.521196207
0.2969569779643232, 7579710.272840712
0.2990556138509969, 8693726.138435852
0.3011542497376705, 9971472.714589218
0.30325288562434416, 11437014.062152945
0.30535152151101785, 13230860.465428459
0.3074501573976915, 15045941.012517134
0.3095487932843652, 17257294.269753292
0.3116474291710388, 19624742.645938683
0.3126967471143757, 22126521.872013453
0.31584470094438616, 24734335.546435937
0.316894018887723, 27649503.996265095
0.31899265477439664, 30644487.12847231
0.32109129066107034, 33674044.80106296
0.323189926547744, 36374249.77292103
0.32633788037775446, 40661288.94262722
0.32948583420776495, 44299822.39912332
0.3336831059811123, 47852071.65819561
0.34207764952780695, 49947202.20921547
0.34942287513116477, 46239423.09135921
0.3546694648478489, 42079394.20768408
0.3588667366211962, 37966841.26016165
0.3620146904512067, 34848462.56965675
0.3641133263378804, 31442611.55502176
0.3672612801678909, 28369625.185726684
0.3704092339979014, 25378532.242935304
0.37355718782791186, 22702799.017935295
0.37565582371458556, 20838121.253798228
0.3777544596012592, 19291224.782669473
0.37985309548793283, 17706754.168856803
0.3809024134312697, 16252422.888047565
0.3830010493179433, 14790238.800880317
0.385099685204617, 13575453.37303544
0.38719832109129065, 12460443.456294334
0.38929695697796435, 11339412.932639902
0.391395592864638, 10408058.559236107
0.3934942287513117, 9471675.245286532
0.3955928646379853, 8693726.138435852
0.39769150052465896, 7979673.3115121145
0.3987408184679958, 7324268.690377085
0.4008394543546695, 6722695.247616919
0.40293809024134314, 6170531.598835199
0.4050367261280168, 5663719.506803582
0.40713536201469047, 5243279.121999668
0.41028331584470096, 4650437.334220906
0.41343126967471144, 4124626.3829013477
0.41657922350472193, 3721513.536154801
0.4197271773347324, 3357798.1892365413
0.4218258132214061, 3055706.6725414274
0.4249737670514166, 2780793.4671431887
0.4281217208814271, 2552395.0330671472
0.43126967471143757, 2362920.6163723855
0.4354669464847849, 2131984.873864732
0.43966421825813223, 1940176.2815016252
0.44386149003147957, 1780821.3240902482
0.44700944386149005, 1634554.8693544741
0.4522560335781742, 1487498.6343527664
0.45750262329485836, 1377075.705132613
0.46274921301154254, 1263970.601005779
0.4690451206715635, 1180212.7383027535
0.47639034627492133, 1092600.8611173779
0.48373557187827915, 1028980.0339006681
0.49422875131164745, 977404.7419025161
0.5047219307450157, 944465.5126982498
0.5173137460650578, 960793.9793080817
0.5267576075550892, 1011492.7614077342
0.534102833158447, 1083276.8297248802
0.5403987408184681, 1170141.0451407083
0.546694648478489, 1274849.9083440201
0.5508919202518363, 1377075.705132613
0.5561385099685204, 1513215.371974884
0.5613850996852047, 1662814.0003098708
0.565582371458552, 1811609.1942004133
0.5708289611752361, 1990707.4610768117
0.5760755508919203, 2187511.6378706563
0.5813221406086044, 2383258.858085385
0.5865687303252886, 2552395.0330671472
0.5928646379853095, 2780793.4671431887
0.5991605456453305, 3003775.659809675
0.6075550891920252, 3189496.1655089697
0.6169989506820567, 3386699.5880914074
0.6285414480587618, 3504814.302158027
0.640083945435467, 3565407.561029873
0.6526757607555089, 3474904.9365871665
0.6631689401888773, 3329143.4289848465
0.6736621196222455, 3162277.6601683795
0.683105981112277, 3003775.659809675
0.6925498426023086, 2853218.21297142
0.7009443861490031, 2664147.7874776074
0.7093389296956978, 2466377.520147801
0.7166841552990556, 2302941.353561346
0.7240293809024134, 2150335.3945689313
0.7303252885624344, 2007841.9721741073
0.7376705141657922, 1858791.8911465635
0.7460650577124869, 1765624.1605869483
0.7555089192025184, 1648623.8870759108
0.7649527806925499, 1565990.3513709055
0.7754459601259182, 1487498.6343527664
0.7848898216159497, 1412941.136747322
0.7953830010493179, 1353672.6289740133
0.8048268625393494, 1285822.8565692133
0.8142707240293809, 1231886.5672308563
0.8268625393494229, 1180212.7383027535
0.8373557187827912, 1140438.736571315
0.8488982161594963, 1111490.377398033
0.8614900314795383, 1102005.146752395
0.8730325288562435, 1092600.8611173779
0.8845750262329486, 1083276.8297248802
0.8971668415529905, 1055779.4414432
0.9087093389296957, 1028980.0339006681
0.9213011542497377, 1002860.8898833012
0.931794333683106, 977404.7419025161
0.9433368310598111, 936405.6379508273
0.9538300104931795, 897126.3195217369
0.9643231899265478, 844887.7385384812
0.9737670514165793, 788900.6838176963
0.9811122770199371, 742963.950759495
0.9895068205666318, 693730.9444447184
0.9958027282266527, 647760.3964340264
