   1.00000E+00   4.35472E-03
   2.00000E+00   1.54096E-02
   3.00000E+00   1.43039E-02
   4.00000E+00   1.32633E-02
   5.00000E+00   1.30019E-02
   6.00000E+00   9.52481E-03
   7.00000E+00   8.19417E-03
   8.00000E+00   7.94040E-03
   9.00000E+00   8.39500E-03
   1.00000E+01   6.64064E-03
   1.10000E+01   5.81412E-03
   1.20000E+01   6.02539E-03
   1.30000E+01   5.62601E-03
   1.40000E+01   5.02495E-03
   1.50000E+01   4.35487E-03
   1.60000E+01   4.65189E-03
   1.70000E+01   4.19119E-03
   1.80000E+01   3.96522E-03
   1.90000E+01   3.41467E-03
   2.00000E+01   3.33945E-03
   2.10000E+01   3.07938E-03
   2.20000E+01   2.69418E-03
   2.30000E+01   2.57275E-03
   2.40000E+01   2.38477E-03
   2.50000E+01   2.27705E-03
   2.60000E+01   2.08396E-03
   2.70000E+01   1.82390E-03
   2.80000E+01   1.72557E-03
   2.90000E+01   1.57738E-03
   3.00000E+01   1.41397E-03
   3.10000E+01   1.30007E-03
