   1.00000E+00   4.23218E-03
   2.00000E+00   1.55832E-02
   3.00000E+00   1.37063E-02
   4.00000E+00   1.29171E-02
   5.00000E+00   1.41344E-02
   6.00000E+00   1.01071E-02
   7.00000E+00   9.51842E-03
   8.00000E+00   9.26553E-03
   9.00000E+00   1.03609E-02
   1.00000E+01   8.16690E-03
   1.10000E+01   7.23934E-03
   1.20000E+01   7.17215E-03
   1.30000E+01   6.79377E-03
   1.40000E+01   6.15712E-03
   1.50000E+01   5.33236E-03
   1.60000E+01   5.49220E-03
   1.70000E+01   4.74101E-03
   1.80000E+01   4.45125E-03
   1.90000E+01   3.69538E-03
   2.00000E+01   3.64678E-03
   2.10000E+01   3.37172E-03
   2.20000E+01   2.99381E-03
   2.30000E+01   2.69246E-03
   2.40000E+01   2.46899E-03
   2.50000E+01   2.34851E-03
   2.60000E+01   2.05610E-03
   2.70000E+01   1.83504E-03
   2.80000E+01   1.64749E-03
   2.90000E+01   1.43439E-03
   3.00000E+01   1.25268E-03
   3.10000E+01   1.12524E-03
