   1.00000E+00   4.18161E-03
   2.00000E+00   1.42994E-02
   3.00000E+00   1.41231E-02
   4.00000E+00   1.33431E-02
   5.00000E+00   1.70321E-02
   6.00000E+00   1.34390E-02
   7.00000E+00   1.32221E-02
   8.00000E+00   1.32487E-02
   9.00000E+00   1.24118E-02
   1.00000E+01   1.09996E-02
   1.10000E+01   9.15734E-03
   1.20000E+01   8.65719E-03
   1.30000E+01   7.53486E-03
   1.40000E+01   6.46141E-03
   1.50000E+01   4.96375E-03
   1.60000E+01   4.78286E-03
   1.70000E+01   3.95084E-03
   1.80000E+01   3.41262E-03
   1.90000E+01   2.67530E-03
   2.00000E+01   2.33781E-03
   2.10000E+01   2.04833E-03
   2.20000E+01   1.62862E-03
   2.30000E+01   1.35733E-03
   2.40000E+01   1.09941E-03
   2.50000E+01   9.47622E-04
   2.60000E+01   7.71169E-04
   2.70000E+01   6.40738E-04
   2.80000E+01   5.31603E-04
   2.90000E+01   4.34070E-04
   3.00000E+01   3.71243E-04
   3.10000E+01   3.15257E-04
