   1.00000E+00   4.29017E-03
   2.00000E+00   1.53877E-02
   3.00000E+00   1.42715E-02
   4.00000E+00   1.41381E-02
   5.00000E+00   1.30996E-02
   6.00000E+00   1.01710E-02
   7.00000E+00   9.44434E-03
   8.00000E+00   8.71441E-03
   9.00000E+00   9.11275E-03
   1.00000E+01   7.37530E-03
   1.10000E+01   6.80630E-03
   1.20000E+01   6.34176E-03
   1.30000E+01   6.22915E-03
   1.40000E+01   5.49777E-03
   1.50000E+01   4.75769E-03
   1.60000E+01   4.80927E-03
   1.70000E+01   4.30546E-03
   1.80000E+01   3.95157E-03
   1.90000E+01   3.39234E-03
   2.00000E+01   3.44022E-03
   2.10000E+01   3.09264E-03
   2.20000E+01   2.79611E-03
   2.30000E+01   2.65038E-03
   2.40000E+01   2.34692E-03
   2.50000E+01   2.31944E-03
   2.60000E+01   2.12681E-03
   2.70000E+01   1.88169E-03
   2.80000E+01   1.73614E-03
   2.90000E+01   1.54929E-03
   3.00000E+01   1.38248E-03
   3.10000E+01   1.26480E-03
